name,state,FDR,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
GENE-6933,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6934,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6935,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6936,NO,1,17,15,33,35,24,21,38,28,18,29
GENE-6937,NO,1,113,165,119,75,136,97,143,187,164,213
GENE-6938,NO,1,27,21,25,16,31,24,20,22,12,21
GENE-6939,NO,1,10,134,147,275,996,1117,12,147,1214,32
GENE-6940,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6941,NO,1,6,3,8,9,5,9,11,6,7,6
GENE-6942,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6943,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6944,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6945,NO,1,0,0,1,0,0,0,0,1,0,0
GENE-6946,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6947,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6948,NO,1,0,0,0,0,1,0,0,0,0,0
GENE-6949,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6950,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6951,NO,1,74,91,85,61,74,75,80,69,65,71
GENE-6952,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6953,NO,1,132,7,148,171,85,72,22,60,8,5
GENE-6954,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6955,NO,1,400,633,924,528,956,255,1117,394,590,679
GENE-6956,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6957,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6958,NO,1,0,0,1,1,0,0,0,1,0,0
GENE-6959,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6960,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6961,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6962,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6963,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6964,NO,1,2,3,7,5,0,7,2,3,6,2
GENE-6965,NO,1,3,8,8,21,6,6,7,39,26,8
GENE-6966,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6967,NO,1,0,0,0,1,0,0,0,0,1,0
GENE-6968,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6969,NO,1,87,152,146,124,119,98,82,163,90,72
GENE-6970,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6971,NO,1,74,52,200,62,119,60,77,32,40,29
GENE-6972,NO,1,5,5,12,17,12,3,3,5,7,7
GENE-6973,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6974,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6975,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6976,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6977,NO,1,402,173,594,252,189,407,264,194,215,289
GENE-6978,NO,1,115,138,88,144,86,153,102,103,94,112
GENE-6979,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6980,NO,1,0,2,0,1,0,3,0,1,1,2
GENE-6981,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6982,NO,1,130,123,99,106,119,148,131,136,112,107
GENE-6983,NO,1,10,11,9,7,8,4,13,13,5,7
GENE-6984,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6985,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6986,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6987,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6988,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6989,NO,1,0,0,0,1,1,0,0,2,1,0
GENE-6990,NO,1,101,83,87,80,80,69,128,94,53,76
GENE-6991,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6992,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6993,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6994,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6995,NO,1,7,11,5,6,10,8,6,10,8,13
GENE-6996,NO,1,2,1,1,0,3,2,1,2,0,1
GENE-6997,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6998,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-6999,YES,1,0,0,0,0,0,0,0,1,1,1
GENE-7000,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7001,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7002,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7003,NO,1,133,128,120,122,112,117,126,113,103,142
GENE-7004,NO,1,258,209,200,188,220,218,248,265,222,235
GENE-7005,NO,1,3,45,38,109,100,106,63,186,94,35
GENE-7006,NO,1,9,10,9,7,11,10,7,3,4,12
GENE-7007,NO,1,2,4,7,0,2,2,8,8,3,0
GENE-7008,NO,1,478,115,286,276,209,570,245,306,440,223
GENE-7009,NO,1,184,165,155,281,173,317,103,300,138,169
GENE-7010,NO,1,291,304,357,337,324,315,268,273,328,286
GENE-7011,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7012,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7013,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7014,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7015,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7016,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7017,NO,1,32,32,26,35,45,21,35,26,25,22
GENE-7018,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7019,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7020,NO,1,29,45,43,53,52,25,49,44,58,29
GENE-7021,NO,1,0,0,0,0,1,0,0,0,0,0
GENE-7022,NO,1,67,69,74,45,79,73,51,76,53,55
GENE-7023,NO,1,5,6,2,5,5,3,3,3,5,6
GENE-7024,NO,1,560,530,607,574,568,546,549,589,610,583
GENE-7025,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7026,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7027,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7028,NO,1,0,0,1,0,0,1,1,0,0,1
GENE-7029,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7030,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7031,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7032,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7033,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7034,NO,1,42,63,49,72,45,43,53,54,45,45
GENE-7035,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7036,NO,1,55,29,51,31,62,34,38,51,42,36
GENE-7037,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7038,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7039,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7040,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7041,NO,1,2637,2543,2252,1711,2573,2090,2731,2855,2369,940
GENE-7042,NO,1,89,64,177,102,62,92,100,184,183,125
GENE-7043,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7044,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7045,NO,1,3,0,3,2,6,5,3,2,6,2
GENE-7046,NO,1,15,12,8,17,10,10,13,16,7,22
GENE-7047,NO,1,512,888,638,555,773,824,585,688,733,782
GENE-7048,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7049,NO,1,489,506,397,464,602,373,491,426,422,371
GENE-7050,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7051,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7052,NO,1,198,276,240,235,143,215,184,232,197,246
GENE-7053,NO,1,386,350,501,429,400,457,567,586,389,493
GENE-7054,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7055,NO,1,26,28,34,34,36,37,37,36,37,24
GENE-7056,NO,1,5,5,3,7,4,5,4,7,2,4
GENE-7057,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7058,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7059,NO,1,0,4,2,1,2,2,4,2,6,1
GENE-7060,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7061,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-7062,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7063,NO,1,185,179,93,161,141,238,115,110,139,95
GENE-7064,NO,1,609,1933,1396,125,154,1481,864,319,399,108
GENE-7065,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7066,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7067,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7068,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7069,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7070,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7071,NO,1,2,2,3,0,2,1,4,4,3,1
GENE-7072,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7073,NO,1,140,114,99,121,198,116,138,133,123,123
GENE-7074,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7075,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7076,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7077,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7078,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7079,NO,1,422,350,521,560,445,402,474,539,437,374
GENE-7080,NO,1,0,0,1,0,0,0,0,0,0,0
GENE-7081,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7082,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7083,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7084,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7085,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7086,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7087,NO,1,75,85,108,62,100,80,115,89,85,83
GENE-7088,NO,1,47,34,15,40,29,19,33,32,37,25
GENE-7089,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7090,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7091,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7092,NO,1,2,1,3,1,0,2,2,0,1,2
GENE-7093,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7094,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7095,NO,1,1412,1456,1214,1433,1254,1068,690,1045,1310,2276
GENE-7096,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7097,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7098,NO,1,5962,4766,5003,4612,4860,3495,4442,3916,5466,5004
GENE-7099,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7100,NO,1,235,230,213,159,240,161,226,189,204,182
GENE-7101,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7102,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7103,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7104,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7105,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7106,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7107,NO,1,105,156,133,247,142,119,129,204,66,235
GENE-7108,NO,1,16,20,5,11,20,16,24,28,17,11
GENE-7109,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7110,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7111,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7112,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7113,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7114,NO,1,871,717,1008,1080,1000,1544,1643,1064,1573,1062
GENE-7115,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7116,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7117,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7118,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7119,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7120,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7121,NO,1,19,28,30,44,12,56,40,11,13,22
GENE-7122,NO,1,13,20,8,11,13,16,7,18,6,4
GENE-7123,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7124,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7125,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7126,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7127,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7128,NO,1,2,5,3,4,4,7,4,3,1,4
GENE-7129,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7130,NO,1,48,44,44,42,66,50,44,28,62,37
GENE-7131,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7132,NO,1,209,310,295,249,307,195,256,265,209,185
GENE-7133,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7134,NO,1,22,23,22,16,14,31,16,21,24,17
GENE-7135,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7136,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7137,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7138,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7139,NO,1,114,102,276,118,147,212,69,143,281,469
GENE-7140,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7141,NO,1,1,0,2,0,1,0,0,0,0,0
GENE-7142,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7143,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7144,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7145,NO,1,114,37,66,43,68,78,73,21,104,43
GENE-7146,NO,1,67,77,53,60,68,77,53,62,53,65
GENE-7147,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7148,NO,1,35,52,50,67,38,43,36,42,33,55
GENE-7149,NO,1,4,8,8,4,4,12,7,7,4,7
GENE-7150,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7151,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7152,NO,1,2564,2573,2259,2832,1586,2760,2520,2637,2497,3141
GENE-7153,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7154,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7155,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7156,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7157,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7158,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7159,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7160,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7161,NO,1,34,38,18,24,38,13,15,29,7,31
GENE-7162,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7163,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7164,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7165,NO,1,2466,2212,2937,2556,2245,2438,2646,2480,2402,2351
GENE-7166,NO,1,2,3,1,3,1,1,0,4,3,1
GENE-7167,NO,1,106,109,91,126,92,130,147,69,109,91
GENE-7168,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7169,NO,1,677,437,845,867,1029,822,1004,751,1007,835
GENE-7170,NO,1,232,166,209,136,340,207,139,354,195,216
GENE-7171,NO,1,9,10,9,6,8,10,8,10,9,6
GENE-7172,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7173,NO,1,13,23,14,26,23,28,19,9,36,15
GENE-7174,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7175,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7176,NO,1,14,10,6,10,6,10,7,7,8,11
GENE-7177,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7178,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7179,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7180,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7181,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7182,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7183,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7184,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7185,NO,1,59,62,39,46,52,29,37,52,36,68
GENE-7186,NO,1,304,332,172,210,241,174,315,223,196,157
GENE-7187,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7188,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7189,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7190,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7191,NO,1,116,181,145,129,140,157,166,162,230,179
GENE-7192,NO,1,0,0,0,0,0,0,0,0,1,0
GENE-7193,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7194,NO,1,0,0,0,0,0,0,0,1,0,0
GENE-7195,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7196,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7197,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7198,NO,1,131,81,127,94,107,144,160,190,137,103
GENE-7199,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7200,NO,1,3,4,3,2,2,4,2,3,2,3
GENE-7201,NO,1,1391,999,1882,1577,1297,2025,1127,1740,1352,1404
GENE-7202,NO,1,1,0,0,0,1,0,2,0,0,1
GENE-7203,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7204,NO,1,352,143,570,248,354,299,159,215,673,663
GENE-7205,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7206,NO,1,90,107,89,98,99,79,85,97,93,88
GENE-7207,NO,1,10337,9075,12904,8614,8715,10526,8456,8431,4436,11973
GENE-7208,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7209,NO,1,2,2,0,2,0,0,0,2,0,2
GENE-7210,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7211,NO,1,1364,1246,1492,1157,1125,1583,1437,1564,1219,1553
GENE-7212,NO,1,26,19,37,27,29,30,33,18,25,44
GENE-7213,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7214,NO,1,0,2,3,0,2,2,2,1,4,2
GENE-7215,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7216,NO,1,6,10,7,7,8,9,9,5,14,14
GENE-7217,NO,1,12,13,20,20,15,17,11,8,14,23
GENE-7218,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7219,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7220,NO,1,7,12,12,9,8,9,4,4,11,9
GENE-7221,NO,1,330,271,223,262,190,377,271,293,404,257
GENE-7222,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7223,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7224,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7225,NO,1,726,661,634,616,823,816,664,629,864,769
GENE-7226,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7227,NO,1,2526,2627,2964,2586,3321,3015,3207,3063,3373,2921
GENE-7228,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7229,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7230,NO,1,314,242,319,227,316,287,361,285,273,249
GENE-7231,NO,1,3,3,5,2,4,21,1,12,1,9
GENE-7232,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7233,NO,1,6,3,3,2,5,5,2,0,6,1
GENE-7234,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7235,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7236,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7237,NO,1,21,16,15,29,14,24,20,36,12,12
GENE-7238,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7239,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7240,NO,1,23,18,16,19,17,12,30,29,22,24
GENE-7241,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7242,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7243,NO,1,0,0,0,3,0,1,3,2,1,1
GENE-7244,NO,1,0,0,2,1,4,1,0,0,2,2
GENE-7245,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7246,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7247,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7248,NO,1,98,71,88,78,104,76,59,73,110,86
GENE-7249,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7250,NO,1,3,2,3,3,5,3,3,1,6,5
GENE-7251,NO,1,0,2,1,0,2,1,3,0,1,3
GENE-7252,NO,1,18,23,21,33,11,12,15,16,26,19
GENE-7253,NO,1,136,135,147,133,112,136,149,132,145,120
GENE-7254,NO,1,11,5,7,9,10,5,10,8,11,8
GENE-7255,NO,1,0,0,0,0,0,0,0,0,0,2
GENE-7256,NO,1,7,3,4,3,1,8,5,8,3,5
GENE-7257,NO,1,0,0,0,1,2,0,0,0,0,0
GENE-7258,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7259,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7260,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7261,NO,1,264,300,213,296,269,196,290,291,200,249
GENE-7262,NO,1,16,4,9,0,4,13,8,5,5,6
GENE-7264,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7265,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7266,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7267,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7268,NO,1,28,115,27,13,74,76,114,4,228,52
GENE-7269,NO,1,1215,940,496,673,919,884,716,597,870,1007
GENE-7270,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7271,NO,1,70,58,115,73,139,115,74,90,78,134
GENE-7272,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7273,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7274,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7275,NO,1,1,4,1,1,1,4,3,3,4,1
GENE-7276,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7277,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7278,NO,1,5016,4638,4740,4736,4529,4945,4602,5146,5271,4085
GENE-7280,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7281,NO,1,41,62,97,73,78,101,63,112,109,78
GENE-7282,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7283,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7284,NO,1,151,123,144,173,179,175,144,174,130,156
GENE-7285,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7286,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7287,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7288,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7289,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7290,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7291,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7292,NO,1,503,363,475,333,572,396,509,469,360,452
GENE-7293,NO,1,2139,1359,2792,1930,3412,3971,2301,2743,2523,2423
GENE-7294,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7295,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7296,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7297,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7298,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7299,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7300,NO,1,15,17,15,6,6,7,13,8,13,14
GENE-7301,NO,1,495,319,434,469,422,477,435,502,381,428
GENE-7302,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7303,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7304,NO,1,0,0,0,0,0,0,0,1,0,0
GENE-7305,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7306,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7307,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7308,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7309,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7310,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7311,NO,1,4,7,9,9,7,6,3,4,4,6
GENE-7312,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7313,NO,1,673,704,683,564,742,586,786,583,498,759
GENE-7314,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7315,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7316,NO,1,3,2,7,4,8,5,4,1,7,4
GENE-7317,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7318,NO,1,0,0,0,0,0,1,0,1,0,0
GENE-7319,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7320,NO,1,11,10,12,14,12,8,11,14,3,10
GENE-7321,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7322,NO,1,6145,8153,6759,7486,6987,6904,4555,4970,5533,5285
GENE-7323,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7324,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7325,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7326,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7327,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7328,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7329,NO,1,10,12,12,8,6,7,3,5,4,8
GENE-7330,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7331,NO,1,78,82,67,66,69,70,70,69,61,61
GENE-7332,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7333,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7334,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7335,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7336,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7337,NO,1,164,405,333,488,241,429,308,369,506,306
GENE-7338,NO,1,0,0,0,0,0,0,0,0,1,0
GENE-7339,NO,1,10,19,41,3,46,36,45,24,27,43
GENE-7340,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7341,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7342,YES,1,7,7,12,6,6,8,4,3,3,4
GENE-7343,NO,1,11,9,11,11,14,19,5,19,8,17
GENE-7344,NO,1,0,1,0,0,1,0,0,0,0,0
GENE-7345,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7346,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7347,NO,1,0,0,1,1,0,3,3,0,1,2
GENE-7348,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7349,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7350,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7351,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7352,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7353,NO,1,115,98,123,153,205,158,163,139,124,200
GENE-7354,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7355,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7356,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7357,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-7358,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7359,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7360,NO,1,40,45,37,53,51,45,40,32,40,46
GENE-7362,NO,1,1,1,1,4,0,0,1,0,0,0
GENE-7363,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-7364,NO,1,3,1,2,0,1,0,0,1,1,2
GENE-7365,NO,1,1,1,0,0,0,0,0,0,1,0
GENE-7366,NO,1,532,898,600,421,423,489,511,607,344,539
GENE-7367,NO,1,0,0,0,0,0,0,0,0,0,0
